0, 4, 909, 1761, 4557, 8000, 
0, 4, 909, 1774, 4557, 8000, 
0, 4, 909, 1790, 4557, 8000, 
0, 4, 909, 4399, 6485, 8000, 
0, 4, 909, 4516, 6485, 8000, 
0, 4, 1053, 5482, 7795, 8000, 
0, 4, 1070, 4369, 5515, 8000, 
0, 4, 1070, 4493, 5515, 8000, 
0, 4, 1073, 2862, 4557, 8000, 
0, 4, 1078, 2862, 4554, 8000, 
0, 4, 1086, 5482, 7795, 8000, 
0, 4, 1091, 4472, 6756, 8038, 
0, 4, 1091, 4472, 6782, 7400, 
0, 4, 1091, 4472, 6782, 7971, 
0, 4, 1091, 4472, 6782, 8038, 
0, 4, 1091, 4472, 6798, 8038, 
0, 4, 1091, 4543, 4662, 8000, 
0, 4, 1091, 4553, 6782, 8113, 
0, 4, 1091, 4554, 6782, 7400, 
0, 4, 1091, 4554, 6798, 8038, 
0, 4, 1091, 5429, 7795, 8000, 
0, 4, 1112, 2862, 4472, 8000, 
0, 4, 1247, 3164, 4420, 6782, 
0, 4, 1377, 1899, 4876, 8000, 
0, 4, 1377, 2139, 4662, 8000, 
0, 4, 1378, 1461, 4662, 8000, 
0, 4, 1378, 2139, 4662, 8000, 
0, 4, 1378, 5514, 6443, 8000, 
0, 4, 1378, 5514, 6461, 8000, 
0, 4, 1378, 5514, 6471, 8000, 
0, 4, 1378, 5514, 6485, 8000, 
0, 4, 1782, 2880, 4557, 8000, 
0, 4, 1786, 2880, 4552, 8000, 
0, 4, 1790, 2739, 4557, 8000, 
0, 4, 1986, 4554, 4772, 8000, 
0, 4, 2862, 4552, 6467, 8000, 
0, 4, 4552, 6461, 7611, 8000, 
0, 4, 5482, 5967, 6485, 8000, 
